SKU,Vendor,Order_quantity,Cost_per_unit,Order_date,Expected_delivery,Actual_delivery,Lead_time
SKU-PAN-0021,Apex Fashions,54,1216,12/14/2025,1/18/2026,1/19/2026,36
SKU-SHO-0023,WestCo Garments,50,668,12/14/2025,2/3/2026,2/8/2026,56
SKU-SHI-0024,KnitCraft Studio,56,854,12/14/2025,1/16/2026,1/16/2026,33
SKU-JAC-0025,StitchWorks India,66,1639,12/14/2025,1/20/2026,1/20/2026,37
SKU-TSH-0032,WestCo Garments,40,627,12/14/2025,2/2/2026,2/7/2026,55
SKU-SHO-0040,WestCo Garments,65,711,12/14/2025,1/21/2026,1/22/2026,39
SKU-TSH-0041,Apex Fashions,56,634,12/14/2025,1/29/2026,2/3/2026,51
SKU-SHI-0045,UrbanWeave Co.,40,896,12/14/2025,1/20/2026,1/21/2026,38
SKU-CRO-0048,Apex Fashions,40,736,12/14/2025,2/7/2026,2/8/2026,56
SKU-SHI-0003,KnitCraft Studio,148,1004,12/21/2025,1/22/2026,1/23/2026,33
SKU-PAN-0022,KnitCraft Studio,48,1076,12/21/2025,1/30/2026,2/4/2026,45
SKU-CRO-0043,WestCo Garments,46,677,12/21/2025,2/3/2026,2/6/2026,47
SKU-JAC-0044,StitchWorks India,42,1860,12/21/2025,2/7/2026,2/8/2026,49
SKU-TSH-0049,Apex Fashions,40,559,12/21/2025,2/6/2026,2/9/2026,50
SKU-SHO-0050,UrbanWeave Co.,52,722,12/21/2025,2/13/2026,2/13/2026,54
SKU-SHI-0054,KnitCraft Studio,40,963,12/21/2025,2/3/2026,2/3/2026,44
SKU-TSH-0004,StitchWorks India,108,539,12/28/2025,2/10/2026,2/12/2026,46
SKU-SHI-0006,KnitCraft Studio,55,1097,12/28/2025,2/14/2026,2/17/2026,51
SKU-PAN-0008,StitchWorks India,48,1152,12/28/2025,2/13/2026,2/13/2026,47
SKU-PAN-0009,KnitCraft Studio,50,1008,12/28/2025,1/30/2026,2/1/2026,35
SKU-TSH-0010,WestCo Garments,87,782,12/28/2025,2/12/2026,2/14/2026,48
SKU-SHO-0011,WestCo Garments,78,761,12/28/2025,2/19/2026,2/19/2026,53
SKU-PAN-0016,KnitCraft Studio,43,970,12/28/2025,2/4/2026,2/5/2026,39
SKU-PAN-0018,Apex Fashions,40,1176,12/28/2025,2/22/2026,2/25/2026,59
SKU-PAN-0026,WestCo Garments,50,1332,12/28/2025,1/27/2026,1/29/2026,32
SKU-CRO-0030,WestCo Garments,40,621,12/28/2025,1/30/2026,1/30/2026,33
SKU-CRO-0037,StitchWorks India,54,657,12/28/2025,2/12/2026,2/14/2026,48
SKU-CRO-0038,WestCo Garments,42,1060,12/28/2025,2/8/2026,2/13/2026,47
SKU-SHO-0039,UrbanWeave Co.,40,809,12/28/2025,2/18/2026,2/21/2026,55
SKU-JAC-0046,StitchWorks India,42,1896,12/28/2025,2/2/2026,2/7/2026,41
SKU-PAN-0047,WestCo Garments,40,959,12/28/2025,2/18/2026,2/21/2026,55
SKU-SHI-0051,StitchWorks India,40,928,12/28/2025,2/18/2026,2/18/2026,52
SKU-JAC-0055,Apex Fashions,40,1669,12/28/2025,2/15/2026,2/15/2026,49
